frequency,word,definitions
1,CASES,"['an occurrence of something', 'a special set of circumstances', 'a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy', 'the actual state of things', 'a portable container for carrying several objects', 'a person requiring professional services', 'a person who is subjected to experimental or other observational procedures; someone who is an object of investigation', 'a problem requiring investigation', 'a statement of facts and reasons used to support an argument', 'the quantity contained in a case', 'nouns or pronouns or adjectives (often marked by inflection', 'a specific state of mind that is temporary', 'a person of a specified kind (usually with many eccentricities', 'a specific size and style of type within a type family', 'an enveloping structure or covering enclosing an animal or plant organ or part', 'the housing or outer covering of something', 'the enclosing frame around a door or window opening', '(printing', 'bed linen consisting of a cover for a pillow', 'a glass container used to store and display items in a shop or museum or home']"
1,CASES,"['look over, usually with the intention to rob', 'enclose in, or as if in, a case']"
1,CATERS,"['give what is desired or needed, especially support, food or sustenance', 'supply food ready to eat; for parties and banquets']"
1,CAUSE,"['events that provide the generative force that is the origin of something', 'a justification for something existing or happening', 'a series of actions advancing a principle or tending toward a particular end', 'any entity that produces an effect or is responsible for events or results', 'a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy']"
1,CAUSE,"['give rise to; cause to happen or occur, not always intentionally', 'cause to do; cause to act in a specified manner']"
1,CAUSED,"['give rise to; cause to happen or occur, not always intentionally', 'cause to do; cause to act in a specified manner']"
1,CAUSES,"['events that provide the generative force that is the origin of something', 'a justification for something existing or happening', 'a series of actions advancing a principle or tending toward a particular end', 'any entity that produces an effect or is responsible for events or results', 'a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy']"
1,CAUSES,"['give rise to; cause to happen or occur, not always intentionally', 'cause to do; cause to act in a specified manner']"
1,CELEBRATED,"['widely known and esteemed', 'having an illustrious past']"
1,CELEBRATED,"['behave as expected during of holidays or rites', 'have a celebration', 'assign great social importance to']"
1,CELEBRITIES,"['a widely known person', 'the state or quality of being widely honored and acclaimed']"
1,CENTURY,"['a period of 100 years', 'ten 10s']"
1,CHALLENGE,"['a demanding or stimulating situation', 'a call to engage in a contest or fight', 'questioning a statement and demanding an explanation', 'a formal objection to the selection of a particular person as a juror', 'a demand by a sentry for a password or identification']"
1,CHALLENGE,"['take exception to', 'issue a challenge to', 'ask for identification', 'raise a formal objection in a court of law']"
1,CHANGE,"['an event that occurs when something passes from one state or phase to another', 'a relational difference between states; especially between states before and after some event', 'the action of changing something', 'the result of alteration or modification', 'the balance of money received when the amount you tender is greater than the amount due', 'a thing that is different', 'a different or fresh set of clothes', 'coins of small denomination regarded collectively', 'money received in return for its equivalent in a larger denomination or a different currency', 'a difference that is usually pleasant']"
1,CHANGE,"['cause to change; make different; cause a transformation', ""undergo a change; become different in essence; losing one's or its original nature"", ""become different in some particular way, without permanently losing one's or its former characteristics or essence"", 'lay aside, abandon, or leave for another', 'change clothes; put on different clothes', 'exchange or replace with another, usually of the same kind or category', 'give to, and receive from, one another', 'change from one vehicle or transportation line to another', 'become deeper in tone', 'remove or replace the coverings of']"
1,CHANGES,"['an event that occurs when something passes from one state or phase to another', 'a relational difference between states; especially between states before and after some event', 'the action of changing something', 'the result of alteration or modification', 'the balance of money received when the amount you tender is greater than the amount due', 'a thing that is different', 'a different or fresh set of clothes', 'coins of small denomination regarded collectively', 'money received in return for its equivalent in a larger denomination or a different currency', 'a difference that is usually pleasant']"
1,CHANGES,"['cause to change; make different; cause a transformation', ""undergo a change; become different in essence; losing one's or its original nature"", ""become different in some particular way, without permanently losing one's or its former characteristics or essence"", 'lay aside, abandon, or leave for another', 'change clothes; put on different clothes', 'exchange or replace with another, usually of the same kind or category', 'give to, and receive from, one another', 'change from one vehicle or transportation line to another', 'become deeper in tone', 'remove or replace the coverings of']"
1,CHANNELS,"['a path over which electrical signals can pass', 'a passage for water (or other fluids', 'a long narrow furrow cut either by a natural process (such as erosion', 'as e.g. a groove in a phonograph record', 'a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies', '(often plural', 'a bodily passage or tube lined with epithelial cells and conveying a secretion or other substance', 'a television station and its programs', ""a way of selling a company's product either directly or via distributors"", 'official routes of communication']"
1,CHANNELS,"['transmit or serve as the medium for transmission', 'direct the flow of', 'send from one person or place to another']"
